comment,cid,author,videoId,pageUrl,commentsCount,title
" @missplainjane3905  I am talking about the situation on the ground in China today, what on earth are you on about?",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pUCSCiKW2r,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @missplainjane3905  Cash is still a legal payment, that's not the problem. It's just not as convenient. People prefer digital payments. What part is not clear?",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pU3U23DUyw,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @missplainjane3905  Yes, cash is legal tender, which means it must be accepted as payment, or risk being on the wrong side of the law. However, in practice, it's often look down as a nuisance, as 99% of transaction is done with an app scan on the phone. Many people literally don't carry a wallet any more in China.",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pTvw31Zv66,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @michaelmix2947  Dream on.💡,UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pSkdStSDcr,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
WAKE UP 🌎,UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pSiCkjvCL-,@michaelmix2947,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
So you HAVE seen it but didn't know. There are no digital coins. It's what people do now when they tap their bank cards. Read more. Your self defense actions will not be provided by the government of your country.,UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pQuJFcK6fw,@OfficeGlen001,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @blancau8223  Haven't seen much of that either. Friends and families are not affected much, except to comment on the news that certain people are not able to buy airplane tickets due to bankruptcy, etc. China has the highest rate of personal savings, so socially they do look down on those in bad debts.",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pOSWzxbnKg,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Social scores are used,UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pNfPr4S-1u,@blancau8223,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @steveclarksteveclark  Unfortunately, many media today are engaged in disinformation warfare as the current geopolitical struggle rages on between China and the US. Each side tries to vilify the other, through its biased ""think tanks"" that pump out ""scholarly"" articles for the ""journalists"" to pick up and post on their platform. Independent minds should take what each side says about the other with a grain of salt, and not buy into everything you see or read wholesale. Cheers!",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pnVMPBAAjN,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @Birdylockso  Here in the UK I watched a documentary on the Chinese social credit score system last year, how the citizens over there are restricted and treated via it. I were amazed that it were shown on a main media TV channel.",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89plNgpgrmZb,@steveclarksteveclark,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @paulmaclean-kr1qm  True. In today's climate of geopolitical information warfare, one has to take what one hears with a grain of salt. I am sure one can't do whatever one wants in China, but social score system is really geared towards the restrictions or punishments for the undesirables of the society. I suppose even a system of labeling the ""undesirables"" would be itself being labeled as utopian.",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pdBDjRUvoj,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"​ @Birdylockso  I recall a couple of utube videos on a test city on social scores then nothing else.
I thinking it was to big a investment to expand to a population  . 
Now I am not dismissing it's threat but with everything else that's morphing right in front of us to me it has just become another fear re aising it's head occasionally in the comments section now and then .",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pcjlhz1shZ,@paulmaclean-kr1qm,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @missplainjane3905  With 1.4 billion people, China could use less people, especially with one that is neither cultured nor educated. Keep on being plain, it suits you rather well. By the way, I'm from Boston. (That's in the USA, if you don't know).😂",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pZjlHFWxTD,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @missplainjane3905  Those from China are college grads mostly, who want to get a Master or PhD from international universities. Not only do these institutions offer better graduate programs, traveling abroad to gain global experiences in cross-culture and language training will benefit them in this highly competitive global marketplace. The graduate programs in China are still not as robust, as the top universities in the US, for example, do attract top professors with big money. Maybe in another decade or two, the balance could start to tip the other way.

After their graduate studies, some have stayed and developed high tech breakthroughs like semi-conductors in the US, but others have returned to China to develop other breakthroughs.",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pZaiYX1Kqy,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @missplainjane3905  Haha, Chinese people tend to be loud because with 1.4 billion people, they learned to be loud to be heard. It is what it is, so again, you will most likely not enjoy visiting China. You can't handle the cultural shock!",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pZ2P0RA9pH,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @missplainjane3905  Speaking of earth, why don't you climb out from under your rock? Don't bother going to China, it is too strenuous for you, and I'm sure you will not adjust well there. Just stick with your burgers and fries.",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pX7VR19T8_,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @missplainjane3905  It's mind blowing to know low-orbit satellites will provide full coverage of cell signal all over China in a few years. Yes, foreign tourists can use cash in China, but will find things quite inconvenient, because many small businesses may not have changes to give you. Stay in big cities, for most western hotel chains will take Visa/Mastercard.",UgzifKZNOgjkW4J1k2B4AaABAg.9pMVzzThiE89pVL1ItkCtF,@Birdylockso,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"This crap is the end of freedom. 
Government  will  have total  control  over all aspects of your life.",UgyQHx6-GIk0qqNUR-Z4AaABAg,@noelbowerman1562,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
From the pot to the frying pan. Nothing fundamental has changed. Certainly not for the better. It's still USD but without the 🖨️,Ugzai8Qcxh6gV7zZCSd4AaABAg,@sjv9147s,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Thank you , Lena ! 👍",UgypyLcvdasEd6fsu0V4AaABAg,@mw3516405,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"7:00 ""Inspiring"". These bankers try to use emotional words to hide the fact they have no souls. I'm of the mind all these bankers are incompetent and a CBDC will go kaput. How are you going to get enough of the world to give up their sovereignty for this currency? Are you expecting an east-west agreement? What are the odds some hacker programs all the CBDCs to self-destruct, rendering the entire idea meaningless?",Ugz6rH1JO22NC4DCZMZ4AaABAg,@Toshinben,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The military took an oath to protect USA against foreign and domestic enemies. USA citizens have the 2nd amendment to protect ourselves from tyrannical unelected globalists. We have done nothing. More of us then them and we do nothing. At least France is protesting for their pensions.  We know cashless society is coming but GOD doesn't want us to give up and give in like many did with the covid vaccine due to fear. Covid is 99.8% recoverable and medications were deliberately withheld and big pharma and medical professionals got billions.

Unite fight resist. Many people don't have savings and pensions.",Ugw8HaGnieL-1BZKHjB4AaABAg,@gokarengo,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
sOunds like another scheme by the crooks to steal the common man's money.,UgxpRK2vgFrlQLWqTS54AaABAg,@wctyre49,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
A currency with an expiration will make people unable to save money and gain wealth. What you are talking about is basically slavery.,UgzHVeFMEraxJreBIDJ4AaABAg,@dorian1761,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
God is coming,UgxivwAOBPZA5AXcMoN4AaABAg,@waylandharrington8758,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Key words and red flag can be Turned off or Turned on. 🤨No thank you I already have access to multiple blockchain digital assets for instant and inexpensive transactions that I trust more than Unicon 😉,UgxhvK8-uqnSiohMukt4AaABAg,@CryptoBuildersKeep,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
And just who are the Twelve Disciples of DCMA  ?    Who gave them regulatory authority to rule the planet ?    Is the login password for UnaCoin  6-6-6 ?,UgyM6EisIf8StYtmBzx4AaABAg,@elli003,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Two Evil Organizations , pulling Currency out of Thin Air !
Total B.S. !",UgwWse0ttQ_PGNfwVIx4AaABAg,@jimmyhvy2277,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
how does this effect XRP?,UgyLPKe8INqsm3fr1ZF4AaABAg,@gazmellen7881,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Joining brics would be better than anything to do with the central bank , central bank of what ,the cabal,just more theft by the so called elites like Blackrock and Vangaurd.Dont give up your guns were🎉gonna need them,Joe has sold the whole country out,crashed the dollar and got on his knees for the green weenies.",UgyLN2g5luZ5xL0sbJN4AaABAg,@wctyre49,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Defund the IMF,UgyolinG1CvAcPzA2EF4AaABAg,@rof8200,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Of coarse we know Joe is still being lead by Barry, Joe to damn stupid to accomplish anything on his own,he's been a crook for 50 years.",UgyMq6WgjI2IJy8O7nd4AaABAg,@wctyre49,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Sounds like a shady cabal of bankers & governments has conspired to shove this down our throats.  It is just another fiat scam on the people, I give it 5 years, tops.  Fight the power, keep using cash & bitcoin!",UgyfTfKMwur3wH68y5V4AaABAg,@timjonesvideos,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"STOP voting for you governments ⚠️⚠️⚠️
You supported them, and now they  fu*k you as a appreciation with that hyperinflation and as a bonus: CBDC !
,,French"" revolution nowadays will be totally impossible, because the people are to civilized, too scare and too brainwashed with different mental diseases like the - made in usa - political correctness !
But at least we all need to do something otherwise,
WELCOME to the new Communist Era where YOU will have only one right:
You have no rights  ‼️
As a citizen of a ex communist country I am talking ONLY from experience.
Do you know exactly what is to live in a communist country  ?",Ugx-vvTgoRYQTc6kxYZ4AaABAg,@showingYOUtheworld9148,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Honestly, phasing out physical cash is going to make people live on bad debt (HOnestly I don't think good debt is good either) and make them easier monitor by companies who will take this data and better prey on them.",Ugyhn1EnB7H5xmWt3VN4AaABAg,@johnedwards4337,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Another fake money printed on the screen. This way will be cheaper that printing them on the line.,UgyV-31HH3Cx_LHYJGt4AaABAg,@ganchokochev7249,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The World Bank and IMF appear to be going beyond their briefs.,UgxMb1O0WpYLV5xhYx14AaABAg,@well-blazeredman6187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Companies are the least of the issue. Governments controlling, through the inherent programmable nature of CBDC, your decision spectrum are the real issue.",Ugyhn1EnB7H5xmWt3VN4AaABAg.9pMUsl2kSbm9pM_9KoSPMO,@ickster23,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"What is UniCoin?
Try to Deep Dive on this.",Ugx7G7BgdjUY96Ymy5t4AaABAg,@caseyfer3380,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The infrastructure had been in place for a long time.,Ugx5wfMksQ1Em24R08x4AaABAg,@C-Culper4874,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"I realise this but most people here don’t.  Do you now think it is safe to go abroad in Europe or anywhere overseas. I would welcome answers please or
opinions from viewers.  Coronation day today.  After that I feel matters will
accelerate and not in our favour.  Thank you.🙏🇬🇧",UgxS8-8Ootg7sCefHeZ4AaABAg,@tiggywinkle20,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Perhaps gold and silver will Be Of some help temporarily but Bible says they will cast their gold and silver into the streets.  I just don’t know what the real answer is.  Other than try to be self sufficient but many can’t.  I think they will put this on us and what dollars you have won’t be accepted. The great reset.  The Mark of the Beast.,UgyUtNTzKmC4FeinYeR4AaABAg,@skyoak4611,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
This will only work if all nations are will to be part of the global monetary system including the communistic community. This will not happen. PIPE dream. I personally will not buy into the false monetary system.  Maybe in another 100 years. Man kind moves really slow. Lets hope Man will survive that long.,UgyiK5BFOvrvZjSQa6R4AaABAg,@TheThisisliving,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"For individual consumers and businesses CBDC is too dangerous and must not be used. The administrators of the CBDC would eventually claim the power to ""sanction"" individuals and businesses to impose authoritarian control. It might be tempting to use CBDC for bank-to-bank or government-to-government or bank-to-government transactions. But I need to learn more about possible pitfalls. Certain countries are already abusing the current system, stealing the assets of other countries like Venezuela, Afghanistan and Russia, for example.",Ugx96CEx9Zm-3b_g7rh4AaABAg,@RaysDad,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Thank you for your insightful information. It is good to have people who can assist in making money easier to use and manage.,Ugw7gatNCH-Fh7MXFQJ4AaABAg,@jasonm1067,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The FRAUD machine ponzy currency system mutation.,UgxRH9AdN31atTdqtJx4AaABAg,@sebastienloyer9471,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Cbdc is a international ponzi scam 😅 Digital Yuan is more trusted 👊,Ugyw6jx0m-xxGME3Ekp4AaABAg,@chopndrop,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Do we petition DCMA to stop the digital currency?,Ugx7ugF8EVXNyHrikDl4AaABAg,@cranberryeater7459,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Just what we need. Put the least responsible entity/people in the world in charge of your entire future! NOT!!! Don't worry they haven't ever bankrupt anything else.,Ugy4-7lR57wG0ByjuG94AaABAg,@Bwanar1,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Considering the rapid pace of de-dollarization, this is just an attempt to continue the US hegemony.",UgwyH-M_Ze2iaAAAUmZ4AaABAg,@anupamsircar111,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
nigerians have rejected it and are transacting outside of it despite their government trying to force cdbc,Ugw8u21H6JI56QprZR54AaABAg,@jsc2606,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The way is being paved for the mandatory implementation of the Mark of the Beast when the Tribulation begins,UgxCIMRGh4QsGkZddpF4AaABAg,@Shadow508,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It's the j 00000 z,UgyadosTW5V1OgEk6a54AaABAg,@juiceareevil9440,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Fake,UgxNbTtXCbuDee1Ahol4AaABAg,@janpipiet1606,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The tribe that runs federal reserve, central Banks, hellywood, media etc is behind all evil.",UgwZ2au8uygCKV-WBYJ4AaABAg,@juiceareevil9440,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It's moving so quick because the Judaic ponzi scheme is collapsing they've run out of places to create debt the theft is coming home to roost.,UgyiIa1zEDYZCa0tqKp4AaABAg,@pinecone9045,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It is illegal for a central bank to work directly with the public in the U.S.,Ugz5rXKssNK-dXLsk0h4AaABAg,@Cerebrology,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Is there any guarantee that my $ would not be confiscated by other countries such as what the West has done to Russia? The SWIFT system was supposed to be neutral and private assets are supposed to by sacred. What makes this new system different?,UgwWAIBg6jmnfh6i71J4AaABAg,@johnkaikunli,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"​ @guyinthesky6696  that's the goal isn't it? Would solve all the problems, people won't fight they're gonna realize oh we can end humanjty I wonder why. Because you don't get along.",UgwyH-M_Ze2iaAAAUmZ4AaABAg.9pMO1sQ1Y8m9pkmiWSP1Sf,@genie-us518,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It's failing at light speed..so Revelation may not get it's due on stage if the hegemony goes nuclear.,UgwyH-M_Ze2iaAAAUmZ4AaABAg.9pMO1sQ1Y8m9pTJl2vrnPr,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
You mean your children? I thought you were talking about my generation our generation cause look what we built. The kids will be in control. 🌱,Ugy4-7lR57wG0ByjuG94AaABAg.9pMO0QpxOpJ9pkmSDxLhOR,@genie-us518,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Agree. This will be the beginning of the last lap of human government.,UgyUtNTzKmC4FeinYeR4AaABAg.9pMMj2SOr_t9pMQNbafie5,@krisjustin3884,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Thanks Lena for the wonder work you do and for your valuable channel. SUBSCRIBED! 👍👏,UgwogQkL6mg0f--gkb94AaABAg,@tw106,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"We will see ultimate slavery and imprisonment once this CBDC is fully implemented. The next huge lockdown will come after CBDC is in place, bc digital currency is the only way to fully control society. It may be a climate lockdown or a heightened virus pandemic, during a war scenario. This lockdown will be far worse, and they will make sure NOBODY riots or leaves their house. Those heightened 5G towers will finally be of use to them. There will be no marches this time around. Because most people will be afraid of having their digital currency disabled, left without food or a government pay cheque (universal income) once inflation is so high and food supply is at an all-time low. Once the war fully kicks in, it will be full martial law. 

We're going back towards the time of ancient slavery. You think the ancient Egyptian matrix society was any different, or even Atlantis? Why else do you think they had to cover up the ancient technology that was re-created many years after? It's because they don't want people to know how those before them were also enslaved, with a one government currency as well. You think people were just giving away their babies each year for fun? No, they were forced to do so in order to live in the matrix. If they refused, the CBDC was already in place to punish them and force them to comply. This give up your child concept was all in the name of saving the population and ""world crisis"", or whatever evil lie those Pharaoh governments of that time invented. 

Don't forget that the children are also their goal today. Why all of a sudden after Epstein island was discovered, we had the plandemic, forcing of mRNA gene therapy (💉) on children, and now schools forcing pedo ideologies on children? They're setting the stage for something much bigger. The demons behind this world stage are truly evil. Once CBDC is mistake proof, they will introduce the most evil laws you never imagined would be possible. And don't worry, it will all be in the name of ""saving"" the planet. But those truly awake will know it's a scheme to dupe humanity into selling their souls for the matrix. 

These same WEF elites planned the first plandemic as a test run and also they've convinced nearly all governments that CBDC will benefit the govt, as there will be no tax evasion, funding of illegal things, etc. This is how those evil goons sold the idea to the nations leaders.

We are heading to some really dark times if people don't leave this matrix behind. We've done exactly that, as we're starting homestead communities in the High Amazon of Peru, surrounded by agriculture, rivers, forests, and fish farms.  Come join us and prepare your future. Just search up Peru Paradise realty. God bless you and praying for everyone 🌴🙏",UgxqYxNGc7Vs05G8CH94AaABAg,@enochquran,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
CBDC IS GOING TO FAIL IN LESS THAN ONE YEAR 😂😂😂😂BECAUSE THE PLANET EARTH IS GOING TO BE USING THE QUANTUM FINANCIAL SYSTEM AND REAL CRYPTO CURRENCYS THAT ARE REALLY BACKED BY GOLD AND SILVER AND PLATINUM LIKE XRP AND XLR AND ALL COUNTRIES WILL ALSO HAVE REAL GOLD BACKED CURRENCY!!!!!THE CENTRAL BANKING CRIMINAL CARTEL SYSTEM AND THE IMF AND THE WORLD BANK HAS ALREADY HAD ALL OF THEIR ASSETS AND PROPERTIES AND PRINTING EQUIPMENT SEIZED BY THE MILITARYS OF THOSE COUNTRIES 😂😂😂EVERYTHING REALLY CRASHED WHEN 80 QUADRILLION DOLLARS WORTH OF GOLD WAS RECOVERED FROM THE TUNNELS UNDER THE VATICAN 😂😂😂,UgxJQ4jgFmpGYrHNXvZ4AaABAg,@MATTER767,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Pure evil!,Ugx1LsvCRK9g-yPpLj94AaABAg,@renecintronjr.2262,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"No thanks, we have money now, computer parts aka gold plating parts.",UgwQaQ4nzTk5coWkksd4AaABAg,@chuxxsss,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Your comment about the pushback from virtually all people around the world sets me thinking that official CBDC might fail if people does not trust or use them in their transactions extensively...this could give rise to acceptance of Bitcoins or similar independent block chained Distributed Ledger Digital coins. That means the issuance and enforcement of the use of CBDC could very well be the catalyst for mainstream acceptance of Bitcoins and its like?,Ugz_KuHyiGv0Vjesfc14AaABAg,@buddyoo4942,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Clickbait ?,UgyQOi3IEiBkviRAWrZ4AaABAg,@TheMonolake,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Blah blah blah,UgyIRSd2f5ZcxQkQMoJ4AaABAg,@TheMonolake,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The ""event"" will be a total the collapse of the financial system so the collapse creates 100% compliance",UgweMWEWAxEUSi6vWc54AaABAg,@tucker2074,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Mah, oh mah. Return to barter soon, boys and girls.",UgzV7AhBnXehRaBmi8d4AaABAg,@JerryWaw,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
